RowKey,Ticker,Year,Quarter,DataSource,PaidUpCapital,Premium,Reserves,LtLiabilities,TotalFunds,FixedAssets,Depreciation,NetFixedAssets,NonCoreAssets,Investments,WorkInProgress,Cash,Receivables,AdvancesPrepaymentsLoansDeposits,Inventory,TotalCurrentAssets,StLiabilities,DeferredLiabilities,TotalStLiabilities,ApplicationOfFunds,EnergySales,CostOfProduction,GrossProfit,DividendIncome,ForexGainLoss,OtherIncome,AdminExpenses,OperatingProfit,InterestIncomeExpense,Provisions,ProfitBeforeTax,Taxes,Bonus,ProfitAfterTax,EpsAnnualized,BookValuePerShare,Statement,OrdinaryShares,Statement_IncomeStatement,Depreciation_IncomeStatement,EPS,CurrentRatio,NetWorthPerShare,PERatio,Mps,Multiplier,Dividend,BonusD,Cash_IncomeStatement,AdditionalInfo,TotalRevenue,GrowthOverPriorPeriod,GrossProfitMargin,NetIncome,NetIncomeMargin,ReturnOnAsset,ReturnOnEquity,ReportedPeAnnualized,DividendPerShare,QuarterEndPrice
AHL|2025/26|4|Published,AHL,2025/26,4,Published,340000.0,0.0,-107326.744,846549.703,1079222.959,0.0,0.0,1271590.336,0.0,4900.0,0.0,202.474,28903.565,46119.681,0.0,75225.72,272493.097,0.0,272493.097,1079222.959,81461.844,21289.346,60172.498,0.0,0.0,0.0,9612.653,50559.845,-62443.073,0.0,-59183.629,0.0,0.0,-59183.629,-17.406949705882354,68.43331058823529,BalanceSheet,3400.0,IncomeStatement,47300.401,-17.407,0.276,68.433,-23.784,414.0,,,,,,81461.844,-0.27282262,0.7386586780431831,-59183.629,-0.7265196329216412,-0.05317353661808752,-0.22077360042449024,-23.78360407740458,,414.0
AHL|2025/26|3|Published,AHL,2025/26,3,Published,340000.0,0.0,-97383.6,834742.006,1077358.406,0.0,0.0,1224720.481,0.0,4900.0,0.0,2902.448,0.0,46102.958,0.0,49005.406,201267.481,0.0,201267.481,1077358.406,51964.857,21812.132,30152.725,0.0,0.0,0.0,9762.56,20390.165,-34076.367,0.0,-49240.483,0.0,0.0,-49240.483,-19.30999333333333,71.35776470588235,BalanceSheet,3400.0,IncomeStatement,35554.281,-19.31,0.243,71.358,-28.493,550.2,,,,,,51964.857,-1.0,0.5802522462440337,-49240.483,-0.9475727605677814,-0.04142076987652024,-0.16691106563273647,-28.493018640779788,,550.2
AHL|2025/26|2|Published,AHL,2025/26,2,Published,340000.0,0.0,-77051.005,839211.152,1102160.147,0.0,0.0,1196539.581,0.0,4900.0,0.0,11734.383,0.0,49604.845,0.0,61339.228,160618.662,0.0,160618.662,1102160.147,51964.857,17071.472,34893.385,0.0,0.0,0.0,7179.019,27714.366,-33443.556,0.0,-28907.889,0.0,0.0,-28907.889,-17.004640588235294,77.33793970588235,BalanceSheet,3400.0,IncomeStatement,23178.699,-17.005,0.382,77.338,-31.873,542.0,,,,,,51964.857,-1.0,0.6714804391744983,-28907.889,-0.5562969027317827,-0.040498530017629035,-0.15842011240534173,-31.87365220615037,,542.0
AHL|2025/26|1|Published,AHL,2025/26,1,Published,340000.0,0.0,-33124.851,841371.55,1148246.699,0.0,0.0,1208128.931,0.0,4900.0,0.0,8336.966,29278.403,56938.385,0.0,94553.754,159335.986,0.0,159335.986,1148246.699,51964.857,6633.044,45331.813,0.0,0.0,0.0,1042.833,44288.98,-17977.752,0.0,14721.878,0.0,0.0,14721.878,17.319856470588235,90.25739676470587,BalanceSheet,3400.0,IncomeStatement,11589.35,17.32,0.593,90.257,35.508,615.0,,,,,,51964.857,-0.02300189,0.8723551957431539,14721.878,0.2833045032722788,-0.017932166641104086,-0.0684497202664865,35.508377395873,,615.0
AHL|2024/25|4|Published,AHL,2024/25,4,Published,340000.0,0.0,-44744.551,862895.765,1158151.214,0.0,0.0,1219718.28,0.0,4900.0,0.0,1608.977,32890.289,57582.376,0.0,92081.642,158548.708,0.0,158548.708,1158151.214,136437.398,22370.77,114066.628,0.0,0.0,0.0,11237.289,102829.339,-84632.977,0.0,-28161.037,0.0,0.0,-28161.037,-8.28265794117647,86.83983794117648,BalanceSheet,3400.0,IncomeStatement,46357.399,-8.283,0.581,86.84,-74.753,619.18,,,,,,136437.398,0.12050965,0.8360363776506498,-28161.037,-0.20640262430099995,-0.023645173661496634,-0.09036156178116529,-74.75619594548311,,619.18
AHL|2024/25|3|Published,AHL,2024/25,3,Published,340000.0,0.0,-47234.531,864682.872,1157448.341,0.0,0.0,1231307.63,0.0,0.0,0.0,4900.473,9025.135,58147.199,0.0,72072.807,145932.096,0.0,145932.096,1157448.341,95873.723,15944.726,79928.997,0.0,0.0,0.0,9363.818,70565.179,-66448.147,0.0,-30651.017,0.0,0.0,-30651.017,-12.020006666666665,86.10749088235293,BalanceSheet,3400.0,IncomeStatement,34768.049,-12.02,0.494,86.107,-59.597,716.35,,,,,,95873.723,-0.01648565,0.8336903428690258,-30651.017,-0.3197019583770623,-0.0309616050319192,-0.1177901342421689,-59.59647276956586,,716.35
AHL|2024/25|2|Published,AHL,2024/25,2,Published,340000.0,0.0,-27051.793,874420.512,1187368.719,0.0,0.0,1242896.98,0.0,0.0,0.0,203.848,18329.421,68625.086,0.0,87158.355,142686.616,0.0,142686.616,1187368.719,79744.304,11042.584,68701.72,0.0,0.0,0.0,8373.844,60327.876,-47617.456,0.0,-10468.279,0.0,0.0,-10468.279,-6.157811176470588,92.04359029411765,,,,23178.699,,,,,,,,,,,,,,,,,,,,750.6
AHL|2024/25|1|Published,AHL,2024/25,1,Published,340000.0,0.0,-8955.37,891905.918,1222950.548,0.0,0.0,1254895.967,0.0,0.0,0.0,184.068,29725.03,70097.035,0.0,100006.133,131951.552,0.0,131951.552,1222950.548,53188.288,5709.56,47478.728,0.0,0.0,0.0,2642.575,44836.153,-26028.298,0.0,7628.144,0.0,0.0,7628.144,8.97428705882353,97.36606764705883,,,,11179.711,,,,,,,,,,,,,,,,,,,,689.0
AHL|2023/24|4|Published,AHL,2023/24,4,Published,340000.0,0.0,-13771.708,902775.739,1229004.031,0.0,0.0,1263638.28,0.0,0.0,0.0,182.181,30581.262,58786.681,0.0,89550.124,124184.373,0.0,124184.373,1229004.031,130527.704,20164.162,110363.542,0.0,0.0,0.0,11647.82,98715.722,-108221.637,0.0,-55807.165,0.0,0.0,-55807.165,-16.41387205882353,95.94949764705883,,,,46301.25,,,,,,,,,,,,,,,,,,,,520.3
AHL|2023/24|3|Published,AHL,2023/24,3,Published,340000.0,0.0,-6820.194,942493.921,1275673.727,0.0,0.0,1266850.11,0.0,0.0,0.0,1642.793,10539.36,66515.505,0.0,78697.658,69874.041,0.0,69874.041,1275673.727,94326.61,16585.823,77740.787,0.0,0.0,0.0,10369.506,67371.281,-81728.744,0.0,-48855.651,0.0,0.0,-48855.651,-19.15907882352941,97.99406058823529,,,,34498.188,,,,,,,,,,,,,,,,,,,,451.0
AHL|2023/24|2|Published,AHL,2023/24,2,Published,340000.0,0.0,19086.226,945239.709,1304325.935,0.0,0.0,1277520.285,0.0,0.0,0.0,8074.849,15433.915,66586.337,0.0,90095.101,63289.451,0.0,63289.451,1304325.935,77926.83,10701.599,67225.231,0.0,0.0,0.0,9421.566,57803.665,-57769.023,0.0,-22949.231,0.0,0.0,-22949.231,-13.499547647058824,105.61359588235295,,,,22983.873,,,,,,,,,,,,,,,,,,,,452.0
AHL|2023/24|1|Published,AHL,2023/24,1,Published,340000.0,0.0,42711.847,952616.709,1335328.556,0.0,0.0,1289309.0,0.0,0.0,0.0,10878.872,26279.93,64208.553,0.0,101367.355,55347.773,0.0,55347.773,1335328.582,47824.681,4641.735,43182.946,0.0,0.0,0.0,2059.662,41123.284,-30161.735,0.0,-233.609,0.0,0.0,-233.609,-0.27483411764705884,112.56230794117647,,,,11195.158,,,,,,,,,,,,,,,,,,,,322.0
AHL|2022/23|4|Published,AHL,2022/23,4,Published,340000.0,0.0,42979.599,946051.827,1329031.426,0.0,0.0,1298726.116,0.0,0.0,0.0,417.09,29571.476,59042.304,0.0,89030.87,58725.56,0.0,58725.56,1329031.426,148794.748,19318.392,129476.356,0.0,0.0,0.0,9043.66,120432.696,-115860.377,0.0,-41332.581,0.0,0.0,-41332.581,-12.156641470588236,112.64105852941177,,,,45904.9,,,,,,,,,,,,,,,,,,,,330.0
AHL|2022/23|4|Audited,AHL,2022/23,4,Audited,340000.0,0.0,42035.457,936051.817,1318087.274,0.0,0.0,1300495.758,0.0,0.0,0.0,487.709,29492.336,62760.453,0.0,92740.498,75132.561,16.421,75148.982,1318087.274,148794.748,18576.245,130218.503,0.0,0.0,0.0,11638.898,118579.605,-114888.879,0.0,-42276.723,0.0,0.0,-42276.723,-12.434330294117647,112.36336970588235,BalanceSheet,3400.0,Income Statement,45967.449,-12.43433029,1.234088547,112.3633697,-26.53942691,330.0,1.0,,,,,148794.748,0.51265674,0.875155237334049,-42276.723,-0.28412779058572685,-0.03177331511727488,-0.12198881793486348,,,330.0
AHL|2022/23|3|Published,AHL,2022/23,3,Published,340000.0,0.0,59268.877,949829.808,1349098.685,0.0,0.0,1310192.403,0.0,0.0,0.0,3507.668,9738.798,71187.737,0.0,84434.203,45527.921,0.0,45527.921,1349098.685,114870.649,14078.825,100791.824,0.0,0.0,0.0,7118.01,93673.814,-84288.704,0.0,-25043.304,0.0,0.0,-25043.304,-9.820903529411765,117.43202264705882,,,,34428.414,,,,,,,,,,,,,,,,,,,,434.0
AHL|2022/23|2|Published,AHL,2022/23,2,Published,222000.0,0.0,90822.098,1020978.982,1333801.08,0.0,0.0,1321610.801,0.0,0.0,0.0,1166.737,11856.029,44402.023,0.0,57424.789,45234.509,0.0,45234.509,1333801.081,95172.439,6784.79,88387.649,0.0,0.0,0.0,6547.53,81840.119,-55934.473,0.0,2954.373,0.0,0.0,2954.373,2.6615972972972974,140.91085495495494,,,,22951.273,,,,,,,,,,,,,,,,,,,,0.0
AHL|2022/23|1|Published,AHL,2022/23,1,Published,222000.0,0.0,19040.456,1037331.158,1278371.614,0.0,0.0,1269389.184,0.0,0.0,0.0,24240.925,42459.131,12699.36,0.0,79399.416,70416.987,0.0,70416.987,1278371.613,63449.487,1443.866,62005.621,0.0,0.0,0.0,3693.594,58312.027,-17910.96,0.0,29473.13,0.0,0.0,29473.13,53.10473873873874,108.57678198198198,,,,10927.937,,,,,,,,,,,,,,,,,,,,0.0
AHL|2021/22|4|Audited,AHL,2021/22,4,Audited,222000.0,0.0,89089.105,1031970.111,1343059.216,0.0,0.0,1344464.023,0.0,0.0,0.0,1678.316,35938.753,46538.685,0.0,84155.754,85450.09,110.47,85560.56,1343059.217,98366.499,12605.59,85760.909,0.0,0.0,43567.18,6511.343,122816.746,-63556.825,0.0,26747.989,0.0,0.0,26747.989,12.048643693693695,140.13022747747746,BalanceSheet,2220.0,Income Statement,32511.932,12.04864369,0.98358115,140.1302275,,,1.0,,,,,98366.499,,0.8718507812298982,26747.989,0.2719217342481611,0.021218306644656817,0.08787750538302509,,,0.0
AHL|2020/21|4|Audited,AHL,2020/21,4,Audited,234500.0,0.0,63167.115,880491.733,1178158.848,0.0,0.0,838643.652,0.0,0.0,0.0,4233.254,0.0,392342.163,0.0,396575.417,56842.443,217.778,57060.221,1178158.848,0.0,0.0,0.0,0.0,0.0,51997.399,0.0,51997.399,0.0,0.0,51997.399,0.0,0.0,51997.399,22.17373091684435,126.93693603411513,BalanceSheet,2345.0,Income Statement,0.0,22.17373092,6.950120593,126.936936,,,1.0,,,,,0.0,,,51997.399,,,,,,0.0
AHPC|2025/26|4|Published,AHPC,2025/26,4,Published,4040403.15,0.0,392135.805,244893.346,4677432.301,0.0,0.0,2526121.587,0.0,952554.307,108285.7,578139.139,33074.961,522813.835,0.0,1134027.935,43557.228,0.0,43557.228,4677432.301,287047.957,46636.258,240411.699,0.0,0.0,45462.163,9575.1,276298.762,-21638.376,1392.853,156362.225,15736.883,2732.898,137892.444,3.4128386988704493,109.70536195496528,BalanceSheet,40404.032,IncomeStatement,96905.308,3.413,26.035,109.705,76.795,262.1,,,,,,287047.957,-0.25072993,0.8375314756202915,137892.444,0.48038120682391755,0.0296142448986836,0.031303109381363214,76.79823839513644,,262.1
AHPC|2025/26|3|Published,AHPC,2025/26,3,Published,4040403.15,0.0,432889.085,248503.346,4721795.581,0.0,0.0,2540143.202,0.0,942155.797,107955.85,581391.482,39238.056,563027.863,0.0,1183657.401,52116.669,0.0,52116.669,4721795.581,229118.158,27996.183,201121.975,0.0,0.0,41265.723,4653.929,237733.769,-16668.27,1350.358,147092.148,13181.683,225.023,133685.442,4.411620503617065,110.71400584476322,BalanceSheet,40404.032,IncomeStatement,72622.993,4.412,22.712,110.714,65.798,290.3,,,,,,229118.158,-0.00145835,0.8778089731325441,133685.442,0.5834781632628175,0.05193988971537082,0.05500658530254856,65.80348417593594,,290.3
AHPC|2025/26|2|Published,AHPC,2025/26,2,Published,3848003.0,0.0,601990.325,252113.346,4702106.671,0.0,0.0,2550039.604,0.0,975950.973,106452.55,573988.561,42969.164,586431.648,0.0,1203389.373,133725.829,0.0,133725.829,4702106.671,173056.571,20972.305,152084.266,0.0,0.0,22431.965,3117.885,171398.346,-11743.347,1010.741,110252.993,10114.605,75.008,100063.38,5.20079532162527,115.64422701853404,BalanceSheet,38480.03,IncomeStatement,48391.265,5.201,8.999,115.644,49.702,258.5,,,,,,173056.571,0.3399996,0.8788124318030085,100063.38,0.5782119651498238,0.07778744763759211,0.08269077422782548,49.70393642009694,,258.5
AHPC|2025/26|1|Published,AHPC,2025/26,1,Published,3848003.0,0.0,502289.945,266553.346,4616846.291,0.0,0.0,2598136.044,0.0,946529.288,104577.55,499724.48,11876.71,580595.055,0.0,1092196.245,124592.836,0.0,124592.836,4616846.291,87502.714,10829.712,76673.002,0.0,0.0,3785.981,1920.172,78538.811,-6341.165,457.811,47554.509,2156.219,75.008,45323.282,4.711356202165123,113.05326282230031,BalanceSheet,38480.03,IncomeStatement,24185.326,4.711,8.766,113.053,57.355,270.2,,,,,,87502.714,0.12991347,0.8762357016720645,45323.282,0.5179642999415994,0.08502031132968207,0.09076866139343118,57.35078996485735,,270.2
AHPC|2024/25|4|Published,AHPC,2024/25,4,Published,3848003.0,0.0,471238.478,244016.133,4563257.611,0.0,0.0,2629219.136,0.0,885102.772,105246.946,542792.702,54396.382,536911.732,0.0,1134100.816,190412.059,0.0,190412.059,4563257.611,274746.583,51169.978,223576.605,0.0,0.0,468462.903,11974.657,680064.851,-37302.063,4526.642,543905.385,93783.053,1984.785,448137.547,11.645977069144697,112.24631264580616,BalanceSheet,38480.03,IncomeStatement,94330.761,11.646,5.956,112.246,25.046,291.69,,8.421,0.08,0.0421,,274746.583,0.48323388,0.8137557255807619,448137.547,1.631094159959034,0.10169158427784032,0.10941911305199122,25.046417167763003,8.421,291.69
AHPC|2024/25|3|Published,AHPC,2024/25,3,Published,3848003.0,0.0,367881.164,276468.792,4492352.956,0.0,0.0,2567165.714,0.0,1058814.556,104482.443,326898.435,34314.843,489660.91,0.0,850874.188,88983.944,0.0,88983.944,4492352.957,197431.605,39454.394,157977.211,0.0,0.0,348757.082,10238.133,496496.16,-30950.997,3453.52,393448.493,51324.95,225.023,341898.52,11.846786328735538,109.56031385630416,BalanceSheet,38480.03,IncomeStatement,68643.15,11.847,9.562,109.56,21.08,249.74,,,,,,197431.605,0.99601653,0.8001617116975775,341898.52,1.7317314520134708,0.08277916030178312,0.09451364254932954,21.080822517599668,,249.74
AHPC|2024/25|2|Published,AHPC,2024/25,2,Published,3848003.0,0.0,220207.155,310024.277,4378234.432,0.0,0.0,2595502.128,0.0,1030262.617,104482.443,259224.529,46754.145,506614.758,0.0,812593.432,164606.188,0.0,164606.188,4378234.432,141288.141,25211.611,116076.53,0.0,0.0,189361.216,8632.038,296805.708,-22845.814,1961.864,226129.935,31755.409,150.015,194224.511,10.094821183871218,105.72263470168812,,,,45868.095,,,,,,,,,,,,,,,,,,,,248.8
AHPC|2024/25|1|Published,AHPC,2024/25,1,Published,3735925.2,0.0,255285.343,319049.277,4310259.82,0.0,0.0,2617184.338,0.0,1234340.329,104482.443,58298.654,44842.37,493260.796,0.0,596401.82,242149.11,0.0,242149.11,4310259.82,77441.96,12327.218,65114.742,0.0,0.0,112189.523,1757.239,175547.026,-12314.711,1143.776,139164.904,25856.072,75.008,113233.824,12.123778495351031,106.83325627076259,,,,22923.635,,,,,,,,,,,,,,,,,,,,289.0
AHPC|2023/24|4|Published,AHPC,2023/24,4,Published,3735925.2,0.0,147557.138,406563.957,4290046.295,0.0,0.0,2700152.303,0.0,1204987.708,114960.226,55561.358,39220.414,272959.991,0.0,367741.763,97795.705,0.0,97795.705,4290046.295,112273.494,40143.841,72129.653,0.0,0.0,256451.634,11188.327,317392.96,-160307.214,59.441,62920.278,56043.049,992.535,5884.694,0.15751637639854246,103.94968127306188,,,,94106.027,,,,,,,,,,,,,,,,,,,,177.9
AHPC|2023/24|4|Audited,AHPC,2023/24,4,Audited,3735925.2,0.0,142051.519,361312.738,4239289.457,3085812.626,454145.175,2631667.451,0.0,275328.0,104349.442,55512.466,36695.102,1286793.985,0.0,1379001.553,151056.989,0.0,151056.989,4239289.457,110211.414,33571.222,76640.192,0.0,0.0,223815.818,11733.059,288722.951,-140558.58,4.97,52654.452,50439.642,1722.735,492.075,0.013171436087639014,103.80231164692484,BalanceSheet,37359.252,IncomeStatement,95504.949,0.013171436,9.129015229,103.8023116,13506.49988,177.9,,3.157,0.03,0.00157,,110211.414,-0.58055432,0.6953925117048221,492.075,0.004464827935153794,0.00013284178581738309,0.00016965068008582566,,3.157,177.9
AHPC|2023/24|3|Published,AHPC,2023/24,3,Published,1867962.6,0.0,65202.154,1252545.093,3185709.847,0.0,0.0,2509913.571,0.0,696325.17,114960.226,120253.949,23816.359,242854.091,0.0,386924.399,522413.519,0.0,522413.519,3185709.847,60147.542,41619.795,18527.747,0.0,0.0,235948.437,4942.843,249533.341,-148512.434,58.545,36056.632,29516.273,744.401,5795.958,0.41370978198385766,103.49054922191698,,,,64905.73,,,,,,,,,,,,,,,,,,,,174.0
AHPC|2023/24|2|Published,AHPC,2023/24,2,Published,1867962.6,0.0,82668.137,1322765.035,3273395.772,0.0,0.0,2514055.071,0.0,732629.16,114960.226,14268.895,11745.903,280043.668,0.0,306058.466,394307.151,0.0,394307.151,3273395.772,32019.787,12058.367,19961.42,0.0,0.0,152998.741,2792.212,170167.949,-76299.467,234.969,50225.714,26608.925,354.848,23261.941,2.4906217073082724,104.42557773908322,,,,43407.799,,,,,,,,,,,,,,,,,,,,274.9
AHPC|2023/24|1|Published,AHPC,2023/24,1,Published,1867962.6,0.0,76987.481,1328151.205,3273101.286,0.0,0.0,2520631.267,0.0,748340.93,114310.203,8229.823,13989.697,151149.61,0.0,173369.13,283550.244,0.0,283550.244,3273101.286,13225.044,8716.85,4508.194,0.0,0.0,89316.052,1286.043,92538.203,-42052.109,139.398,28053.061,14075.278,177.424,13800.359,2.9551681602190536,104.12146801011968,,,,22293.635,,,,,,,,,,,,,,,,,,,,211.2
AHPC|2022/23|4|Published,AHPC,2022/23,4,Published,1867962.6,0.0,63187.122,1296095.546,3227245.268,0.0,0.0,2496571.379,0.0,612873.492,114310.203,28166.115,21723.056,213534.633,0.0,263423.804,259933.61,0.0,259933.61,3227245.268,262754.918,59787.945,202966.973,0.0,0.0,155464.709,6251.081,352180.601,-170303.602,590.215,94149.558,35048.395,669.9,58431.263,3.128074566375151,103.38267597006492,,,,87137.226,,,,,,,,,,,,,,,,,,,,255.0
AHPC|2022/23|4|Audited,AHPC,2022/23,4,Audited,1867962.6,0.0,55098.434,1246086.5,3169147.534,2890022.347,363206.441,2526815.906,0.0,275328.0,103898.899,28225.997,23400.327,529805.492,0.0,581431.816,318327.087,0.0,318327.087,3169147.534,262754.918,55892.181,206862.737,0.0,0.0,155531.081,4978.983,357414.835,-181227.377,513.605,86016.701,34293.177,876.675,50846.849,2.722048557074965,102.94965402412232,BalanceSheet,18679.626,IncomeStatement,89657.152,2.722048557,1.82652322,102.949654,93.6794457,255.0,,,,,,262754.918,0.88898517,0.787283977687527,50846.849,0.19351435697960942,0.016330906024628337,0.02671918762208284,,,255.0
AHPC|2022/23|3|Published,AHPC,2022/23,3,Published,1867962.6,0.0,69085.32,1284000.0,3221047.92,0.0,0.0,2412064.127,0.0,569718.31,107979.596,20283.128,33941.168,173909.665,0.0,228133.961,96848.074,0.0,96848.074,3221047.92,223570.855,36188.432,187382.423,0.0,0.0,77671.759,1478.959,263575.223,-124062.434,651.203,78292.47,13320.974,502.425,64469.071,4.60173888563579,103.6984316495416,,,,60569.116,,,,,,,,,,,,,,,,,,,,300.0
AHPC|2022/23|2|Published,AHPC,2022/23,2,Published,1729595.0,0.0,197626.229,1284495.546,3211716.775,0.0,0.0,2405804.244,0.0,556646.767,97130.706,96215.999,55142.55,163624.055,0.0,314982.604,162847.546,0.0,162847.546,3211716.775,182380.498,28752.496,153628.002,0.0,0.0,24094.376,758.307,176964.071,-81147.325,478.392,55023.167,7327.432,334.95,47360.785,5.476517334983045,111.4261563545223,,,,40315.187,,,,,,,,,,,,,,,,,,,,331.0
AHPC|2022/23|1|Published,AHPC,2022/23,1,Published,1729595.0,0.0,176798.285,1233936.8,3140330.085,2724498.032,296613.703,2427884.329,0.0,498479.47,88707.964,28718.388,65615.592,103830.36,0.0,198164.34,72906.018,0.0,72906.018,3140330.085,98383.34,14841.929,83541.411,0.0,0.0,4575.634,577.01,87540.035,-38944.096,268.008,29283.524,2589.733,160.95,26532.841,6.136197433503219,110.22194704540658,,,,19044.407,,,,,,,,,,,,,,,,,,,,269.5
AHPC|2021/22|4|Published,AHPC,2021/22,4,Published,1729595.0,0.0,150265.444,1179467.002,3059327.446,2704523.844,272044.487,2432479.357,0.0,374341.048,84799.066,146800.336,50591.303,63703.512,0.0,261095.151,93387.176,0.0,93387.176,3059327.446,139173.878,33493.194,105680.684,0.0,0.0,79932.896,6437.678,179175.902,-37324.843,908.752,113891.196,23312.911,611.85,89966.435,5.201589678508552,108.68789768703077,,,,27051.111,,,,,,,,,,,,,,,,,,,,356.1
AHPC|2021/22|4|Audited,AHPC,2021/22,4,Audited,1729595.0,0.0,153361.553,1174966.098,3057922.651,2730823.306,273161.347,2457661.959,0.0,374341.048,80288.359,146768.679,50623.962,64488.925,0.0,261881.566,116250.281,0.0,116250.281,3057922.651,139098.455,31179.039,107919.416,0.0,0.0,82792.477,4672.668,186039.225,-40536.267,858.981,108906.454,23255.466,611.85,85039.138,4.916708131094274,108.86690543161838,BalanceSheet,17295.95,Income Statement,35737.523,4.916708131,2.252739208,108.8669054,72.42650784,356.1,1.0,8.421,0.08,0.00421,,139098.455,1.60347564,0.7758491350604865,85039.138,0.6113593281823296,0.03137592074264973,0.04610229920573927,,8.421,356.1
AHPC|2021/22|3|Published,AHPC,2021/22,3,Published,1729595.0,0.0,160280.589,1173305.969,3063181.558,2703163.413,254858.127,2448305.286,0.0,494168.347,75740.187,178084.797,22118.919,108542.246,0.0,308745.962,263778.224,0.0,263778.224,3063181.558,69281.796,9978.175,59303.621,0.0,0.0,75653.374,4431.089,130525.906,-1443.836,1009.915,122753.207,22519.402,252.225,99981.58,7.707513801400519,109.26694335957261,,,,5318.948,,,,,,,,,,,,,,,,,,,,413.0
AHPC|2021/22|2|Published,AHPC,2021/22,2,Published,1729595.0,0.0,135226.03,648038.24,2512859.27,513295.462,252581.585,260713.877,0.0,552460.439,1870042.39,66841.836,14155.592,225826.32,0.0,306823.748,477181.184,0.0,477181.184,2512859.27,40269.692,8183.535,32086.157,0.0,0.0,71843.58,3800.66,100129.077,0.0,756.839,94053.29,18958.119,168.15,74927.021,8.66411165619697,107.8183638366207,,,,5318.948,,,,,,,,,,,,,,,,,,,,501.0
AHPC|2021/22|1|Published,AHPC,2021/22,1,Published,1572359.1,132280.65,154341.275,578793.1,2437774.125,513240.503,244095.093,269145.41,0.0,724124.348,1634419.962,16859.847,14416.073,290313.567,0.0,321589.487,511505.082,0.0,511505.082,2437774.125,18539.646,5311.42,13228.226,0.0,0.0,61085.58,470.508,73843.298,0.0,533.212,70645.86,17773.749,84.075,52788.036,13.429002573267137,118.228782788868,,,,2664.226,,,,,,,,,,,,,,,,,,,,403.0
AHPC|2020/21|4|Audited,AHPC,2020/21,4,Audited,1572359.1,0.0,233833.889,556546.829,2362739.818,512837.703,239856.47,272981.233,0.0,752085.559,1607864.696,161336.734,4427.612,133544.566,0.0,299308.912,569500.582,0.0,569500.582,2362739.818,53427.984,13137.027,40290.957,0.0,0.0,78803.343,7127.244,111967.056,-769.193,785.598,98105.628,20012.199,319.26,77774.169,4.946336304473959,114.87153214555123,,,,12306.637,,,,,,,,,,,,,,,,,,,,480.0
AHPC|2020/21|4|Published,AHPC,2020/21,4,Published,1572359.1,132280.65,107165.087,554544.197,2366349.034,511927.103,224974.19,286952.913,2542.415,752085.559,1604102.096,160924.837,4677.419,126032.191,0.0,291634.447,570968.396,0.0,570968.396,2366349.034,53608.575,13146.893,40461.682,0.0,0.0,78771.884,4586.175,114647.391,-885.283,815.847,101634.804,20546.713,319.26,80768.831,5.136792924720568,115.22843840188924,,,,11311.457,,,,,,,,,,,,,,,,,,,,480.0
AHPC|2020/21|3|Published,AHPC,2020/21,3,Published,1048239.4,0.0,97722.133,371420.0,1517381.533,511971.39,222510.635,289460.755,0.0,341120.226,863908.376,19285.459,7815.55,193615.536,0.0,220716.545,197824.369,0.0,197824.369,1517381.533,42537.674,9834.168,32703.506,0.0,0.0,68234.811,2670.152,98268.165,-6.569,720.463,88528.209,17035.786,166.546,71325.877,9.072466588580177,109.32250142476995,,,,9012.924,,,,,,,,,,,,,,,,,,,,260.0
AHPC|2020/21|2|Published,AHPC,2020/21,2,Published,998323.2,0.0,144365.538,0.0,1142688.738,508441.857,230264.765,278177.092,0.0,333256.047,401980.44,14090.254,11068.141,316533.175,0.0,341691.57,212416.411,0.0,212416.411,1142688.738,30433.85,6802.324,23631.526,0.0,0.0,65309.907,1000.089,87941.344,-6.569,687.405,81273.049,13053.421,166.546,68053.082,13.633477014257506,114.460801672244,,,,5974.321,,,,,,,,,,,,,,,,,,,,234.0
AHPC|2020/21|1|Published,AHPC,2020/21,1,Published,998323.2,0.0,111848.012,0.0,1110171.212,492913.005,224290.444,268622.561,0.0,341827.699,356425.044,55222.935,9083.664,278049.953,0.0,342356.552,199060.644,0.0,199060.644,1110171.212,13291.446,3618.1,9673.346,0.0,0.0,33761.795,476.05,42959.091,-6.569,332.525,39808.54,6805.259,83.273,32920.008,13.190120393876454,111.20358737531093,,,,2811.457,,,,,,,,,,,,,,,,,,,,221.0
AHPC|2019/20|4|Audited,AHPC,2019/20,4,Audited,998323.2,0.0,78928.004,0.0,1077251.204,491484.547,220366.305,271118.242,0.0,426730.971,202887.216,10163.613,9978.509,288213.746,0.0,308355.868,131841.093,0.0,131841.093,1077251.204,69221.402,14553.889,54667.513,0.0,0.0,60749.488,7847.832,107569.169,-9491.751,705.697,85050.331,14853.238,333.09,69864.003,6.998134772386337,107.90605727684179,,,,12321.39,,,,,,,,,,,,,,,,,,,,93.0
AHPC|2019/20|4|Published,AHPC,2019/20,4,Published,998323.2,0.0,81953.314,0.0,1080276.514,490717.02,220107.836,270609.184,0.0,426942.784,203947.29,10187.134,17461.987,285837.596,0.0,313486.717,134709.461,0.0,134709.461,1080276.514,69213.801,14593.706,54620.095,0.0,0.0,62121.443,3345.457,113396.081,-9493.062,0.0,92093.238,18870.835,333.09,72889.313,7.301173908409621,108.2090964128651,,,,11809.781,,,,,,,,,,,,,,,,,,,,93.0
