Symbol,Company,Bonus (%),Cash (%),Total (%),Announcement Date,Book Closure Date,Distribution Date,Bonus Listing Date,Fiscal Year
SHL,Soaltee Hotel Limited,15.00,6.05,21.05,,2017-11-20 [Closed],,,2073/2074
LBL,Laxmi Bank Limited,10.00,0.53,10.53,,2017-11-27 [Closed],,,2073/2074
MBL,Machhapuchchhre Bank Limited,9.00,6.00,15.00,,2017-11-17 [Closed],,,2073/2074
SBI,Nepal SBI Bank Limited,15.42,0.81,16.23,,2017-12-15 [Closed],,,2073/2074
MNBBL,Muktinath Bikas Bank Limited,20.00,1.05,21.05,,2017-12-22 [Closed],,,2073/2074
SICL,Shikhar Insurance Company Limited,29.00,1.526,30.526,,2017-12-08 [Closed],,,2073/2074
HBL,Himalayan Bank Limited,25.00,1.3158,26.3158,,2017-12-26 [Closed],,,2073/2074
SCL,Samriddhi Capital Limited,5.00,0.263,5.263,,,,,2073/2074
SFFIL,Srijana Finance Limited,32.5,1.71,34.21,,2017-12-23 [Closed],,,2073/2074
HIDCL,Hydroelectricity Investment and Development Company Limited,0.00,5.00,5.00,,2017-12-27 [Closed],,,2073/2074
BNT,Bottlers Nepal (Terai) Limited,0.00,25.00,25.00,,2017-11-27 [Closed],,,2073/2074
MLBBL,Mithila Laghubitta Bittiya Sanstha Limited,15.00,0.78,15.78,,2017-12-29 [Closed],,,2073/2074
KADBL,Kanchan Development Bank Limited,12.33,0.64,12.97,,2018-01-05 [Closed],,,2073/2074
PCBL,Prime Commercial Bank Limited,27.00,,27.00,,2017-12-20 [Closed],,,2073/2074
GFCL,Goodwill Finance Company Limited,10.19,0.536,10.726,,2017-12-11 [Closed],,,2073/2074
EBL,Everest Bank Limited,33.00,1.74,34.74,,2017-12-28 [Closed],,,2073/2074
LGIL,Lumbini General Insurance Limited,12.82,0.67,13.49,,2017-12-15 [Closed],,,2073/2074
GBBL,Garima Bikas Bank Limited,15.00,,15.00,,2017-12-29 [Closed],,,2073/2074
HGI,Himalayan General Insurance Company Limited,0.00,15.00,15.00,,2017-12-29 [Closed],,,2073/2074
MMFDB,Mirmire Laghubitta Bittiya Sanstha Limited,30.8,,30.8,,2018-05-16 [Closed],,,2073/2074
HDL,Himalayan Distillery Limited,0.00,21.05,21.05,,2017-12-01 [Closed],,,2073/2074
UMHL,United Modi Hydropower Limited,0.00,5.00,5.00,,2017-12-08 [Closed],,,2073/2074
NNLB,Naya Nepal Laghubitta Bikas Bank Limited,20.00,1.0526,21.0526,,2018-01-11 [Closed],,,2073/2074
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,16.00,15.00,31.00,,2017-12-29 [Closed],,,2073/2074
KNBL,Kankai Bikas Bank Limited,6.15,0.322,6.472,,2018-01-16 [Closed],,,2073/2074
JBNL,Janata Bank Nepal Limited,14.4,,14.4,,2017-12-26 [Closed],,,2073/2074
SCB,Standard Chartered Bank Nepal Limited,100.00,5.26,105.26,,2017-12-31 [Closed],,,2073/2074
JBBL,Jyoti Bikash Bank Limited,10.00,,10.00,,2017-12-31 [Closed],,,2073/2074
NLO,Nepal Lube Oil Limited,0.00,25.00,25.00,,2017-12-20 [Closed],,,2073/2074
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited (Former Civil Laghubitta),4.5,0.23,4.73,,2017-12-22 [Closed],,,2073/2074
EIC,Everest Insurance Company Limited,10.00,,10.00,,2018-04-09 [Closed],,,2073/2074
MSMBS,Mahila Sahayatra Laghubitta Bittiya Sanstha Limited,0.00,5.00,5.00,,2017-12-25 [Closed],,,2073/2074
KRITI,Kriti Capital & Investments Limited,5.00,0.26,5.26,,,,,2073/2074
KMCDB,Kalika Laghubitta Bittiya Sanstha Limited,21.21,,21.21,,2018-02-18 [Closed],,,2073/2074
NLG,NLG Insurance Company Limited,25.00,1.315,26.315,,2018-02-01 [Closed],,,2073/2074
TRH,Taragaon Regency Hotel Limited,0.00,7.36,7.36,,2018-03-02 [Closed],2018-05-06,,2073/2074
GMFIL,Guheswori Merchant Banking & Finance Limited,15.8,,15.8,,2018-01-03 [Closed],,2018-02-15,2073/2074
NTC,Nepal Doorsanchar Company Limited,0.00,55.00,55.00,,2017-12-27 [Closed],,,2073/2074
API,Api Power Company Limited,8.00,,8.00,,2018-01-05 [Closed],,2018-04-12,2073/2074
JFL,Janaki Finance Company Limited,18.00,,18.00,,2018-01-03 [Closed],,,2073/2074
ODBL,Om Development Bank Limited,17.69,,17.69,,2018-02-26 [Closed],,,2073/2074
ADBL,Agricultural Development Bank Limited,20.00,1.053,21.053,,2018-01-29 [Closed],,,2073/2074
PFL,Pokhara Finance Limited,8.26,0.435,8.695,,2018-06-10 [Closed],,,2073/2074
SBL,Siddhartha Bank Limited,14.00,,14.00,,2018-03-04 [Closed],,,2073/2074
PIC,Premier Insurance Company (Nepal) Limited,13.52,,13.52,,2018-03-22 [Closed],,,2073/2074
MEGA,Mega Bank Nepal Limited,10.7539,,10.7539,,2018-06-28 [Closed],,,2073/2074
NICL,Nepal Insurance Company Limited,4.52,,4.52,,2018-04-20 [Closed],,,2073/2074
FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,50.00,15.00,65.00,,2018-03-01 [Closed],,,2073/2074
MFIL,Manjushree Finance Limited,5.71,0.32,6.03,,2018-06-18 [Closed],,,2073/2074
MLBL,Mahalaxmi Bikas Bank Limited,0.00,9.00,9.00,,2018-04-20 [Closed],2018-05-23,,2073/2074
STC,Salt Trading Corporation Limited,25.00,10.00,35.00,,2018-02-20 [Closed],,,2073/2074
CCBL,Century Commercial Bank Limited,5.00,5.00,10.00,,2018-02-23 [Closed],,,2073/2074
HAMRO,Hamro Bikas Bank Limited,7.3,0.3832,7.6832,,2018-05-03 [Closed],,,2073/2074
NLIC,Nepal Life Insurance Company Limited,42.00,28.5,70.5,,2018-03-28 [Closed],,,2073/2074
ALICL,Asian Life Insurance Company Limited,4.00,0.21,4.21,,2018-05-18 [Closed],,,2073/2074
GDBL,Gandaki Bikas Bank Limited,19.3106,,19.3106,,2018-05-22 [Closed],,,2073/2074
BOKL,Bank of Kathmandu Limited,13.25,,13.25,,2018-06-22 [Closed],,2018-10-03,2073/2074
TDBL,Tourism Development Bank Limited,15.00,,15.00,,,,,2073/2074
BPCL,Butwal Power Company Limited,0.00,20.00,20.00,,2018-05-10 [Closed],2018-07-12,,2073/2074
NHAEL,Nepal Hydro and Electric Limited,5.00,5.00,10.00,,,,,2073/2074
SADBL,Shangrila Development Bank Limited,2.5,9.3,11.8,,2018-06-18 [Closed],,,2073/2074
SIFC,Shree Investment Finance Company Limited,26.57,,26.57,,2018-06-18 [Closed],,,2073/2074
NCDB,Nepal Community Development Bank Limited,8.61,0.45,9.06,,2018-05-11 [Closed],,,2073/2074
WDBL,Western Development Bank Limited,17.41,0.91,18.32,,2018-06-07 [Closed],,,2073/2074
RADHI,Radhi Bidyut Company Limited,10.00,0.6,10.6,,2018-06-19 [Closed],,,2073/2074
SLICL,Surya Life Insurance Company Limited,12.00,0.63,12.63,,2018-07-01 [Closed],,,2073/2074
NIBPO,Nepal Investment Bank Limited Promoter Share,15.00,25.00,40.00,,2017-10-04 [Closed],,,2073/2074
NABILP,NABIL Bank Limited Promoter Share,30.00,18.00,48.00,,2017-09-12 [Closed],,,2073/2074
SHBL,Sahara Bikas Bank Limited,23.00,1.21,24.21,,,,2021-05-10,2073/2074
JEFL,Jebils Finance Limited,10.00,,10.00,,,,,2073/2074
PFL,Pokhara Finance Limited,13.5,0.71,14.21,,2016-10-03 [Closed],,,2072/2073
AHPC,Arun Valley Hydropower Development Company Limited,10.00,0.526,10.526,,2016-08-15 [Closed],,,2072/2073
FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,15.00,0.79,15.79,,2016-09-21 [Closed],2016-11-10,,2072/2073
NIBSF1,NIBL Samriddhi Fund 1,0.00,15.00,15.00,,2016-08-31 [Closed],2016-11-09,,2072/2073
UFIL,Unique Finance Limited,16.00,,16.00,,2016-08-02 [Closed],,,2072/2073
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,30.4,1.6,32.00,,2016-10-04 [Closed],,,2072/2073
UNL,Unilever Nepal Limited,0.00,"1,020.00","1,020.00",,2016-09-04 [Closed],,,2072/2073
CNDBL,Country Development Bank Limited,8.45,0.44,8.89,,2016-06-07 [Closed],,,2072/2073
EFL,Everest Finance Limited,14.5,,14.5,,2015-12-28 [Closed],,,2072/2073
ICFC,ICFC Finance Limited,17.00,0.89,17.89,,2016-09-29 [Closed],,,2072/2073
RHPC,Ridi Hydropower Development Company Limited,6.00,0.3157,6.315,,2016-08-31 [Closed],,,2072/2073
NIB,Nepal Investment Bank Limited,20.00,21.00,41.00,,2016-09-06 [Closed],2016-11-11,,2072/2073
BGDBL,Bagmati Development Bank Limited,14.00,0.74,14.74,,2016-05-20 [Closed],,,2072/2073
SEOS,Siddhartha Equity Oriented Scheme,0.00,16.00,16.00,,2016-09-09 [Closed],2016-11-27,,2072/2073
SIGS1,Siddhartha Investment Growth Scheme-1,0.00,30.00,30.00,,2016-09-09 [Closed],2016-11-21,,2072/2073
CZBIL,Citizens Bank International Limited,15.8,0.83,16.63,,2016-09-22 [Closed],,,2072/2073
TNBL,Tinau Development Bank Limited,25.00,1.31,26.31,,2016-10-05 [Closed],,,2072/2073
UFL,United Finance Limited,20.00,1.05,21.05,,2016-09-23 [Closed],2016-11-08,,2072/2073
SKDBL,Saptakoshi Development Bank Limited,11.00,,11.00,,2016-12-23 [Closed],,,2072/2073
NIBLC,NIBL Capital Markets Limited,0.00,20.00,20.00,,,,,2072/2073
SBBLJ,Sahayogi Vikas Bank Limited,22.00,1.16,23.16,,2016-11-04 [Closed],,,2072/2073
NCMMER,NCM Merchant Banking Limited,0.00,40.00,40.00,,,,,2072/2073
SIDCL,Siddhartha Capital Limited,0.00,20.00,20.00,,,,,2072/2073
NBB,Nepal Bangladesh Bank Limited,32.00,1.68,33.68,,2016-10-05 [Closed],,,2072/2073
SINDU,Sindhu Bikas Bank Limited,16.8,0.88,17.68,,2016-10-20 [Closed],,,2072/2073
NMBMF,NMB Laghubitta Bittiya Sanstha Limited,25.00,1.31,26.31,,2016-11-03 [Closed],,,2072/2073
ACECAP,Ace Capital Limited,0.00,13.25,13.25,,,,,2072/2073
NABIL,Nabil Bank Limited,30.00,15.00,45.00,,2016-09-21 [Closed],,,2072/2073
NICA,NIC Asia Bank Limited,26.00,1.37,27.37,,2016-09-21 [Closed],,,2072/2073
GFCL,Goodwill Finance Company Limited,25.00,1.32,26.32,,2016-09-27 [Closed],,,2072/2073
SANIMA,Sanima Bank Limited,15.00,0.79,15.79,,2016-09-29 [Closed],,,2072/2073
HAMRO,Hamro Bikas Bank Limited,25.00,,25.00,,2016-12-23 [Closed],,,2072/2073
MERO,Mero Microfinance Laghubitta Bittiya Sanstha Limited,10.00,10.00,20.00,,2016-12-19 [Closed],,,2072/2073
SIFC,Shree Investment Finance Company Limited,10.5,0.55,11.05,,2016-10-07 [Closed],,,2072/2073
TBBL,Triveni Bikas Bank Limited,19.00,,19.00,,2016-11-03 [Closed],,,2072/2073
NMBSF1,NMB Sulav Investment Fund-1,0.00,20.00,20.00,,2016-09-22 [Closed],2016-11-16,,2072/2073
MDB,Miteri Development Bank Limited,30.00,1.58,31.58,,2016-11-03 [Closed],,,2072/2073
NBF1,Nabil Balanced Fund-1,0.00,30.00,30.00,,2016-09-20 [Closed],2016-11-21,,2072/2073
SMFDB,Summit Laghubitta Bittiya Sanstha Limited,45.00,2.36,47.36,,2016-12-23 [Closed],,,2072/2073
ICRA,ICRA Nepal Limited,0.00,10.53,10.53,,,,,2072/2073
GDBL,Gandaki Bikas Bank Limited,19.75,1.03,20.78,,2016-12-12 [Closed],2017-01-04,,2072/2073
NLCL,Nepal Life Capital Limited (Former National Merchant Banker Limited),10.53,,10.53,,,,,2072/2073
GBL,Global Bank Limited,16.00,,16.00,,,,,2072/2073
OHL,Oriental Hotel Limited,20.00,6.32,26.32,,2016-09-22 [Closed],2016-10-21,,2072/2073
SRBL,Sunrise Bank Limited,33.33,,33.33,,2016-10-03 [Closed],,,2072/2073
NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,20.00,11.05,31.05,,2017-03-13 [Closed],2017-06-21,2017-07-24,2072/2073
KBBL,Kailash Bikas Bank Limited,25.00,,25.00,,2016-12-29 [Closed],,,2072/2073
MNBBL,Muktinath Bikas Bank Limited,34.00,0.00,34.00,,2016-11-09 [Closed],,,2072/2073
PURBL,Purnima Bikas Bank Limited,24.7,1.3,26.00,,2016-12-23 [Closed],,,2072/2073
API,Api Power Company Limited,5.00,,5.00,,2016-08-17 [Closed],,2017-01-02,2072/2073
KMFL,Kisan Microfinance Bittiya Sanstha Limited,61.00,3.21,64.21,,2016-12-02 [Closed],,,2072/2073
ACEDBL,Ace Development Bank Limited,20.25,,20.25,,2016-10-18 [Closed],,,2072/2073
ARDBL,Araniko Development Bank Limited,17.00,0.89,17.89,,2016-11-24 [Closed],,,2072/2073
CFCL,Central Finance Limited,22.5,1.74,24.24,,2016-04-11 [Closed],,,2072/2073
SHINE,Shine Resunga Development Bank Limited,27.00,,27.00,,2016-11-30 [Closed],,,2072/2073
VLBS,Vijaya Laghubitta Bittiya Sanstha Limited,15.00,5.00,20.00,,2016-11-22 [Closed],2016-12-18,,2072/2073
SDBL,Siddhartha Development Bank Limited,24.00,,24.00,,2016-11-24 [Closed],,,2072/2073
GILB,Global IME Laghubitta Bittiya Sanstha Limited,0.00,20.00,20.00,,2016-11-22 [Closed],2017-01-17,,2072/2073
EDBL,Excel Development Bank Limited,25.00,1.31,26.31,,2017-03-20 [Closed],,,2072/2073
WDBL,Western Development Bank Limited,10.00,1.05,11.05,,2017-04-10 [Closed],,,2072/2073
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,20.00,11.579,31.579,,2016-11-15 [Closed],,,2072/2073
MFIL,Manjushree Finance Limited,14.00,0.74,14.74,,2016-12-24 [Closed],,,2072/2073
BLDBL,Biratlaxmi Bikash Bank Limited,18.5,0.97,19.47,,2016-01-08 [Closed],,,2072/2073
JSLBB,Janautthan Samudayic Laghubitta Bittiya Sanstha Limited,20.00,,20.00,,2016-11-30 [Closed],,,2072/2073
WOMI,Womi Laghubitta Bittiya Sanstha Limited,20.00,1.1,21.1,,2016-12-01 [Closed],,,2072/2073
SEWA,Sewa Bikas Bank Limited,19.00,1.00,20.00,,2016-11-27 [Closed],,,2072/2073
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited (Former Civil Laghubitta),5.00,0.26,5.26,,2017-02-18 [Closed],,,2072/2073
INDB,Innovative Development Bank Limited,21.75,1.14,22.89,,2016-06-26 [Closed],,,2072/2073
SBI,Nepal SBI Bank Limited,28.00,1.53,29.53,,2017-02-05 [Closed],,,2072/2073
SICL,Shikhar Insurance Company Limited,60.00,3.15,63.15,,2016-12-09 [Closed],,,2072/2073
MMFDB,Mirmire Laghubitta Bittiya Sanstha Limited,50.00,2.63,52.63,,2016-12-12 [Closed],,,2072/2073
BFCL,Bhaktapur Finance Company Limited,3.5,0.18,3.68,,2016-04-11 [Closed],,,2072/2073
NABILINV,Nabil Investment Banking Limited,0.00,20.00,20.00,,,,,2072/2073
CSDBL,Cosmos Development Bank Limited,11.8,1.24,13.04,,2016-12-30 [Closed],,,2072/2073
MSMBS,Mahila Sahayatra Laghubitta Bittiya Sanstha Limited,10.00,0.52,10.52,,2016-12-14 [Closed],,,2072/2073
ODBL,Om Development Bank Limited,29.2,,29.2,,2016-12-06 [Closed],,,2072/2073
PRIN,Prabhu Insurance Company Limited,17.00,,17.00,,2016-10-18 [Closed],2016-12-08,,2072/2073
KADBL,Kanchan Development Bank Limited,25.00,1.31,26.31,,2016-12-15 [Closed],,,2072/2073
KDBL,Kasthamandap Development Bank Limited,23.37,1.23,24.6,,2017-02-09 [Closed],,,2072/2073
SCB,Standard Chartered Bank Nepal Limited,33.33,1.75,35.08,,2016-12-07 [Closed],,,2072/2073
JBBL,Jyoti Bikash Bank Limited,11.7,,11.7,,2016-12-29 [Closed],,,2072/2073
NIL,Neco Insurance Limited,20.00,1.05,21.05,,2016-12-29 [Closed],,,2072/2073
BHBL,Bhargav Bikash Bank Limited,20.00,1.05,21.05,,2016-12-25 [Closed],,,2072/2073
NMB,NMB Bank Limited,19.00,1.00,20.00,,2016-12-22 [Closed],,,2072/2073
PCBL,Prime Commercial Bank Limited,17.25,1.21,18.46,,2017-01-12 [Closed],,,2072/2073
PIC,Premier Insurance Company (Nepal) Limited,20.00,1.05,21.05,,2016-12-22 [Closed],,,2072/2073
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,40.00,12.7,52.7,,2016-12-11 [Closed],2017-02-09,,2072/2073
SIL,Siddhartha Insurance Limited,30.00,1.57,31.57,,2016-12-23 [Closed],,,2072/2073
SFFIL,Srijana Finance Limited,50.00,2.63,52.63,,2016-12-02 [Closed],,,2072/2073
MBL,Machhapuchchhre Bank Limited,20.75,1.09,21.84,,2016-12-16 [Closed],,2017-04-03,2072/2073
BPCL,Butwal Power Company Limited,7.00,20.00,27.00,,2016-12-05 [Closed],2017-02-23,,2072/2073
FBBL,Fewa Bikas Bank Limited,20.6,,20.6,,2016-09-11 [Closed],,,2072/2073
RMDC,RMDC Laghubitta Bittiya Sanstha Limited,10.00,10.00,20.00,,2016-12-27 [Closed],2017-03-22,,2072/2073
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,34.00,19.68,53.68,,2016-12-19 [Closed],2017-01-13,,2072/2073
RLFL,Reliance Finance Limited,15.00,0.79,15.79,,2016-12-26 [Closed],,2017-06-06,2072/2073
MMDBL,Mount Makalu Development Bank Limited,16.00,,16.00,,2017-02-23 [Closed],,,2072/2073
NBBL,Nagbeli Laghubitta Bikash Bank Limited,60.00,20.00,80.00,,2016-12-28 [Closed],2017-03-02,,2072/2073
EBL,Everest Bank Limited,70.00,3.675,73.675,,2016-12-21 [Closed],,,2072/2073
KNBL,Kankai Bikas Bank Limited,20.00,,20.00,,2016-11-25 [Closed],,,2072/2073
LLBS,Laxmi Laghubitta Bittiya Sanstha Limited,0.00,10.53,10.53,,2016-12-29 [Closed],2017-06-05,,2072/2073
SIC,Sagarmatha Insurance Company Limited,22.00,1.15,23.15,,2016-12-28 [Closed],,,2072/2073
PICL,Prudential Insurance Company Limited,20.00,1.05,21.05,,2017-02-14 [Closed],,,2072/2073
NEPSE,Nepal Stock Exchange Limited,0.00,50.00,50.00,,,,,2072/2073
SANCAP,Sanima Capital Limited,0.00,3.00,3.00,,,,,2072/2073
PRABHU,Prabhu Capital Limited,0.00,20.00,20.00,,,,,2072/2073
PADBL,Pacific Development Bank Limitied,22.1,,22.1,,2016-06-15 [Closed],,,2072/2073
LGIL,Lumbini General Insurance Limited,18.18,0.96,19.14,,2016-11-30 [Closed],,,2072/2073
LFLC,Lumbini Finance and Leasing Company Limited,35.00,1.84,36.84,,2017-01-03 [Closed],,,2072/2073
NMBCAP,NMB Capital Limited,0.00,21.05,21.05,,,,,2072/2073
SHL,Soaltee Hotel Limited,10.00,11.05,21.05,,2016-12-12 [Closed],2017-06-01,,2072/2073
ALDBL,Alpine Development Bank Limited,14.5,,14.5,,2016-12-28 [Closed],,,2072/2073
GMFIL,Guheswori Merchant Banking & Finance Limited,12.00,0.63,12.63,,2016-12-22 [Closed],,2017-01-23,2072/2073
TDBL,Tourism Development Bank Limited,9.3,,9.3,,2017-11-05 [Closed],,,2072/2073
SADBL,Shangrila Development Bank Limited,16.07,0.85,16.92,,2017-05-18 [Closed],,,2072/2073
HBL,Himalayan Bank Limited,30.00,1.57,31.57,,2016-12-21 [Closed],,,2072/2073
NBSL,Namaste Bittiya Sanstha Limited,24.00,1.26,25.26,,2016-12-09 [Closed],,,2072/2073
MLBL,Mahalaxmi Bikas Bank Limited,8.00,,8.00,,2017-04-20 [Closed],,,2072/2073
HAMA,Hama Merchant & Finance Limited,12.00,,12.00,,2016-09-04 [Closed],,,2072/2073
GBIME,Global IME Bank Limited,16.00,,16.00,,2017-03-20 [Closed],,,2072/2073
JEFL,Jebils Finance Limited,12.5,0.65,13.15,,2016-12-27 [Closed],,,2072/2073
HGI,Himalayan General Insurance Company Limited,20.00,1.05,21.05,,2016-12-28 [Closed],,,2072/2073
SBL,Siddhartha Bank Limited,39.00,,39.00,,2017-02-02 [Closed],,,2072/2073
MEGA,Mega Bank Nepal Limited,13.25,0.7,13.95,,2017-02-28 [Closed],,2017-05-08,2072/2073
NLG,NLG Insurance Company Limited,25.00,1.31,26.31,,2016-12-30 [Closed],,,2072/2073
REDBL,Reliable Development Bank Limited,28.14,,28.14,,2017-03-03 [Closed],,,2072/2073
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,25.00,1.31,26.31,,2016-12-29 [Closed],,,2072/2073
DBBL,Deva Bikas Bank Limited,14.00,,14.00,,2017-01-02 [Closed],,,2072/2073
MLBBL,Mithila Laghubitta Bittiya Sanstha Limited,12.66,0.66,13.32,,2016-12-23 [Closed],,,2072/2073
CHCL,Chilime Hydro power Company Limited,10.00,10.00,20.00,,2016-12-23 [Closed],2017-02-26,,2072/2073
MSBBL,Manaslu Bikas Bank Limited,18.00,0.95,18.95,,2016-10-07 [Closed],2017-05-18,,2072/2073
JFL,Janaki Finance Company Limited,10.00,,10.00,,2016-12-28 [Closed],,,2072/2073
LVF1,Laxmi Value Fund-1,0.00,25.00,25.00,,2016-08-17 [Closed],2016-12-20,,2072/2073
BOKL,Bank of Kathmandu Limited,23.00,,23.00,,2017-02-26 [Closed],,2017-06-06,2072/2073
KMBL,Kamana Bikas Bank Limited,21.58,,21.58,,2016-09-27 [Closed],,,2072/2073
KRITI,Kriti Capital & Investments Limited,7.00,0.36,7.36,,,,,2072/2073
SHBL,Sahara Bikas Bank Limited,18.00,,18.00,,2017-01-02 [Closed],,,2072/2073
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,35.00,17.63,52.63,,2017-02-13 [Closed],,,2072/2073
ADBL,Agricultural Development Bank Limited,20.00,1.05,21.05,,2017-03-31 [Closed],2017-06-20,,2072/2073
HIDCL,Hydroelectricity Investment and Development Company Limited,0.00,5.00,5.00,,2017-01-01 [Closed],2017-02-17,,2072/2073
KBL,Kumari Bank Limited,21.00,1.1,21.00,,2017-03-03 [Closed],,,2072/2073
RSDC,RSDC Laghubitta Bittiya Sanstha Limited,15.00,0.79,15.79,,2017-03-14 [Closed],,,2072/2073
GBBL,Garima Bikas Bank Limited,20.00,,20.00,,2017-02-03 [Closed],,,2072/2073
SETI,Seti Finance Limited,3.6,0.18,3.78,,2017-04-03 [Closed],,,2072/2073
LBL,Laxmi Bank Limited,18.29,,18.29,,2017-06-16 [Closed],,,2072/2073
HDL,Himalayan Distillery Limited,0.00,20.00,20.00,,2016-11-17 [Closed],2017-01-23,,2072/2073
JBNL,Janata Bank Nepal Limited,12.00,0.63,12.63,,2017-01-22 [Closed],,,2072/2073
STC,Salt Trading Corporation Limited,20.00,5.00,25.00,,2017-06-28 [Closed],2017-10-22,,2072/2073
NLIC,Nepal Life Insurance Company Limited,25.00,1.31,26.31,,2017-03-10 [Closed],,,2072/2073
KKBL,Kankrebihar Bikas Bank Limited,19.00,1.00,20.00,,2016-10-03 [Closed],,,2072/2073
NTC,Nepal Doorsanchar Company Limited,0.00,51.00,51.00,,2017-02-26 [Closed],2017-03-15,,2072/2073
KMCDB,Kalika Laghubitta Bittiya Sanstha Limited,65.00,,65.00,,2017-04-17 [Closed],,,2072/2073
LICN,Life Insurance Corporation Nepal Limited,24.8,1.3,26.1,,2017-05-19 [Closed],,,2072/2073
ALICL,Asian Life Insurance Company Limited,20.00,1.05,21.05,,2017-03-16 [Closed],,,2072/2073
MBBL,Mahakali Bikas Bank Limited,9.25,0.49,9.74,,2016-08-14 [Closed],,,2072/2073
CCBL,Century Commercial Bank Limited,10.00,,10.00,,2017-03-31 [Closed],,,2072/2073
SAFL,Sagarmatha Finance Limited,18.3,,18.3,,2017-03-05 [Closed],,,2072/2073
CBL,Civil Bank Limited,2.88,0.15,3.03,,2017-05-04 [Closed],,,2072/2073
GLICL,Gurans Life Insurance Company Limited,8.00,0.421,8.421,,2017-06-12 [Closed],,2017-10-31,2072/2073
EIC,Everest Insurance Company Limited,20.00,,20.00,,2017-06-23 [Closed],,,2072/2073
KEBL,Kabeli Bikas Bank Limited,20.00,,20.00,,2017-04-26 [Closed],,,2072/2073
NLICL,National Life Insurance Company Limited,25.00,1.32,26.32,,2017-07-23 [Closed],,,2072/2073
KRBL,Karnali Development Bank Limited,8.00,5.00,13.00,,2017-04-26 [Closed],,,2072/2073
UIC,United Insurance Company (Nepal) Limited,10.00,,10.00,,2017-12-27 [Closed],,,2072/2073
SLICL,Surya Life Insurance Company Limited,10.00,,10.00,,2017-08-25 [Closed],,,2072/2073
MIDBL,Mission Development Bank Limited,22.00,0.16,22.16,,2017-06-29 [Closed],,,2072/2073
NCDB,Nepal Community Development Bank Limited,5.15,0.27,5.42,,2017-05-26 [Closed],,,2072/2073
RBBBL,Raptibheri Bikas Bank Limited,9.25,0.48,9.73,,2017-03-29 [Closed],,,2072/2073
MPFL,Multipurpose Finance Company Limited,12.00,,12.00,,2017-06-21 [Closed],,,2072/2073
NICL,Nepal Insurance Company Limited,5.00,,5.00,,2017-09-01 [Closed],,,2072/2073
PLIC,Prime Life Insurance Company Limited,25.00,,25.00,,2017-08-30 [Closed],,,2072/2073
NGPL,Ngadi Group Power Limited,0.00,5.00,5.00,,2016-10-27 [Closed],,,2072/2073
CIT,Citizen Investment Trust,22.00,1.157,23.157,,2018-04-22 [Closed],,,2072/2073
NLO,Nepal Lube Oil Limited,10.00,10.00,20.00,,2016-12-22 [Closed],,,2072/2073
NABILP,NABIL Bank Limited Promoter Share,30.00,15.00,45.00,,2016-09-21 [Closed],,,2072/2073
NIBPO,Nepal Investment Bank Limited Promoter Share,20.00,21.00,41.00,,2016-09-06 [Closed],2016-11-11,,2072/2073
UNL,Unilever Nepal Limited,0.00,990.00,990.00,,2015-09-13 [Closed],,,2071/2072
SIFC,Shree Investment Finance Company Limited,11.61,0.61,12.22,,2015-09-23 [Closed],2015-10-29,,2071/2072
TNBL,Tinau Development Bank Limited,18.00,0.94,18.94,,2015-09-21 [Closed],,,2071/2072
NBF1,Nabil Balanced Fund-1,0.00,14.00,14.00,,2015-08-31 [Closed],2015-10-04,,2071/2072
AHPC,Arun Valley Hydropower Development Company Limited,0.00,11.00,11.00,,2015-08-27 [Closed],2015-10-15,,2071/2072
KAFIL,Kaski Finance Limited,17.26,0.91,18.17,,2015-08-03 [Closed],2015-10-07,,2071/2072
EFL,Everest Finance Limited,14.00,,14.00,,2015-10-01 [Closed],,,2071/2072
SIGS1,Siddhartha Investment Growth Scheme-1,0.00,15.00,15.00,,2015-09-09 [Closed],2015-10-14,,2071/2072
SANIMA,Sanima Bank Limited,20.00,1.05,21.05,,2015-10-01 [Closed],,,2071/2072
NIL,Neco Insurance Limited,15.00,0.78,15.78,,2016-03-11 [Closed],2016-05-18,2016-05-15,2071/2072
CZBIL,Citizens Bank International Limited,20.00,1.05,21.05,,2015-09-28 [Closed],2015-12-02,,2071/2072
KMBL,Kamana Bikas Bank Limited,22.6,1.19,23.79,,2015-10-02 [Closed],2015-12-02,,2071/2072
GDBL,Gandaki Bikas Bank Limited,23.00,1.21,24.21,,2015-11-04 [Closed],2015-11-28,,2071/2072
MDB,Miteri Development Bank Limited,30.00,1.58,31.58,,2015-12-21 [Closed],2016-03-27,,2071/2072
RHPC,Ridi Hydropower Development Company Limited,0.00,10.526,10.526,,2015-10-01 [Closed],2015-12-13,,2071/2072
