PlantId,FiscalId,Previous Due,Energy Royalty,Capacity Royalty,Received,Balance,Plant,FiscalYear
25,3,"32,052,907.00","6,811,411.80","15,000,000.00","51,386,867.00","2,477,451.80","Gandak  HP , 15000 kW",068/69
25,5,"2,477,451.79","9,989,586.60","15,000,000.00","26,919,018.00","548,020.39","Gandak  HP , 15000 kW",069/70
25,6,"548,020.41","4,539,098.16","15,000,000.00","19,782,953.00","304,165.57","Gandak  HP , 15000 kW",070/71
25,7,"304,165.59","853,465.44","15,000,000.00","16,128,083.00","29,548.03","Gandak  HP , 15000 kW",071/72
25,8,"29,547.98","8,426,994.72","15,000,000.00","16,210,604.00","7,245,938.70","Gandak  HP , 15000 kW",072/73
25,9,"-305,655.00","11,356,391.00","15,000,000.00","26,118,247.00","-67,511.00","Gandak  HP , 15000 kW",073/74
26,1,"42,577,040.72","30,783,835.92","10,050,000.00","21,819,115.90","61,591,760.74","Sunkoshi  HP , 10050 kW",066/67
26,10,"-147,774.00","29,637,067.00","10,050,000.00","39,507,533.00","31,760.00","Sunkoshi  HP , 10050 kW",074/75
26,11,"31,760.00","33,228,123.00","10,050,000.00","43,302,404.00","7,479.00","Sunkoshi  HP , 10050 kW",075/76
26,12,"7,479.00","33,982,329.00","10,050,000.00","44,104,448.00","-64,640.00","Sunkoshi  HP , 10050 kW",076/77
26,14,"-64,640.00","30,277,778.54","10,050,000.00","40,584,101.02","-320,962.48","Sunkoshi  HP , 10050 kW",077/78
26,15,"-320,962.48","34,225,059.57","10,050,000.00","40,850,868.02","3,103,229.07","Sunkoshi  HP , 10050 kW",078/79
26,16,"3,103,229.07","29,762,871.55","10,050,000.00","42,688,871.61","227,229.01","Sunkoshi  HP , 10050 kW",079/80
26,17,"227,229.01","31,309,942.20","10,050,000.00","32,317,912.08","9,269,259.13","Sunkoshi  HP , 10050 kW",080/81
26,18,"9,269,259.13","29,608,670.32","10,050,000.00","41,405,144.12","7,522,785.33","Sunkoshi  HP , 10050 kW",081/82
26,19,0.00,"34,537,591.48",0.00,"44,587,591.48","-10,050,000.00","Sunkoshi  HP , 10050 kW",082/83
26,2,"61,591,760.73","32,398,515.36","10,050,000.00","12,944,524.39","91,095,751.70","Sunkoshi  HP , 10050 kW",067/68
26,20,,,,,,"Sunkoshi  HP , 10050 kW",083/84
26,3,"73,209,400.00","35,637,931.44","10,050,000.00","111,958,730.00","6,938,601.44","Sunkoshi  HP , 10050 kW",068/69
26,5,"6,938,601.38","34,121,551.68","10,050,000.00","49,305,248.00","1,804,905.06","Sunkoshi  HP , 10050 kW",069/70
26,6,"1,804,905.02","34,718,128.56","10,050,000.00","44,389,268.00","2,183,765.58","Sunkoshi  HP , 10050 kW",070/71
26,7,"2,183,765.61","12,257,199.00","10,050,000.00","24,122,368.00","368,596.61","Sunkoshi  HP , 10050 kW",071/72
26,8,"368,596.59","19,313,494.44","10,050,000.00","25,151,779.00","4,580,312.03","Sunkoshi  HP , 10050 kW",072/73
26,9,"-711,394.00","24,900,169.00","10,050,000.00","34,386,549.00","-147,774.00","Sunkoshi  HP , 10050 kW",073/74
27,1,"100,249,956.38","46,695,619.65","60,000,000.00","130,263,378.48","76,682,197.55","Kulekhani-I  HP , 60000 kW",066/67
27,10,"-231,730.00","33,249,633.00","60,000,000.00","92,982,343.00","35,560.00","Kulekhani-I  HP , 60000 kW",074/75
27,11,"35,560.00","45,273,817.00","60,000,000.00","105,299,189.00","10,188.00","Kulekhani-I  HP , 60000 kW",075/76
27,12,"10,188.00","81,168,795.00","60,000,000.00","141,341,056.00","-162,073.00","Kulekhani-I  HP , 60000 kW",076/77
27,14,"-162,073.00","105,671,709.18","60,000,000.00","166,630,494.08","-1,120,857.90","Kulekhani-I  HP , 60000 kW",077/78
27,15,"-1,120,857.90","92,791,275.87","60,000,000.00","142,414,068.30","9,256,349.67","Kulekhani-I  HP , 60000 kW",078/79
27,16,"9,256,349.67","68,510,103.05","60,000,000.00","142,656,443.17","-4,889,990.45","Kulekhani-I  HP , 60000 kW",079/80
27,17,"-4,889,990.45","55,695,138.50","60,000,000.00","99,610,882.69","11,194,265.36","Kulekhani-I  HP , 60000 kW",080/81
27,18,"11,194,265.36","85,540,593.70","60,000,000.00","148,647,277.82","8,087,581.24","Kulekhani-I  HP , 60000 kW",081/82
27,19,0.00,"31,303,066.09",0.00,"91,303,066.09","-60,000,000.00","Kulekhani-I  HP , 60000 kW",082/83
27,2,"76,682,197.51","53,141,737.56","60,000,000.00","66,090,291.08","123,733,643.99","Kulekhani-I  HP , 60000 kW",067/68
27,20,,,,,,"Kulekhani-I  HP , 60000 kW",083/84
27,3,"154,037,933.00","77,136,753.84","60,000,000.00","276,438,186.00","14,736,500.84","Kulekhani-I  HP , 60000 kW",068/69
27,5,"14,736,500.82","49,896,581.52","60,000,000.00","121,791,969.00","2,841,113.34","Kulekhani-I  HP , 60000 kW",069/70
27,6,"2,841,113.32","50,491,194.60","60,000,000.00","110,143,492.00","3,188,815.92","Kulekhani-I  HP , 60000 kW",070/71
27,7,"3,188,815.88","48,355,862.16","60,000,000.00","110,229,033.00","1,315,645.04","Kulekhani-I  HP , 60000 kW",071/72
27,8,"1,315,645.03","38,236,219.08","60,000,000.00","113,903,346.00","-14,351,481.89","Kulekhani-I  HP , 60000 kW",072/73
27,9,"-1,429,572.00","39,360,964.00","60,000,000.00","98,163,122.00","-231,730.00","Kulekhani-I  HP , 60000 kW",073/74
28,1,"57,837,424.76","51,706,399.56","14,000,000.04","30,394,788.31","93,149,036.05","Devighat  HP , 14100 kW",066/67
28,10,"-310,415.00","46,569,675.00","14,100,000.00","60,309,439.00","49,821.00","Devighat  HP , 14100 kW",074/75
28,11,"49,821.00","46,762,449.00","14,100,000.00","60,901,744.00","10,526.00","Devighat  HP , 14100 kW",075/76
28,12,"10,526.00","50,143,532.00","14,100,000.00","64,349,949.00","-95,891.00","Devighat  HP , 14100 kW",076/77
28,14,"-95,891.00","46,351,569.00","14,100,000.00","60,847,064.79","-491,386.79","Devighat  HP , 14100 kW",077/78
28,15,"-491,386.79","53,115,704.60","14,100,000.00","62,564,097.18","4,160,220.63","Devighat  HP , 14100 kW",078/79
28,16,"4,160,220.63","48,002,708.19","14,100,000.00","65,874,980.69","387,948.13","Devighat  HP , 14100 kW",079/80
28,17,"387,948.13","46,874,447.28","14,100,000.00","47,437,527.88","13,924,867.53","Devighat  HP , 14100 kW",080/81
28,18,"13,924,867.53","38,637,284.07","14,100,000.00","55,351,948.56","11,310,203.04","Devighat  HP , 14100 kW",081/82
28,19,0.00,"32,508,776.56",0.00,"46,608,776.56","-14,100,000.00","Devighat  HP , 14100 kW",082/83
28,2,"93,149,036.03","39,778,821.12","14,000,000.04","17,772,504.33","129,155,352.86","Devighat  HP , 14100 kW",067/68
28,20,,,,,,"Devighat  HP , 14100 kW",083/84
28,3,"95,415,598.00","56,654,120.52","14,000,000.04","156,375,858.00","9,693,860.56","Devighat  HP , 14100 kW",068/69
28,5,"9,693,860.53","54,185,056.08","14,000,000.04","75,070,955.00","2,807,961.65","Devighat  HP , 14100 kW",069/70
28,6,"2,807,961.55","51,412,057.80","14,000,000.04","64,978,126.00","3,241,893.39","Devighat  HP , 14100 kW",070/71
28,7,"3,241,893.30","52,755,831.36","14,000,000.04","68,568,419.00","1,429,305.70","Devighat  HP , 14100 kW",071/72
28,8,"1,429,305.68","50,849,666.64","14,000,000.04","72,560,163.00","-6,281,190.64","Devighat  HP , 14100 kW",072/73
28,9,"-1,889,584.00","52,700,714.00","14,100,000.00","65,221,545.00","-310,415.00","Devighat  HP , 14100 kW",073/74
29,1,"2,256,029.82","760,169.88","1,088,000.04","2,362,109.26","1,742,090.48","Fewa (Pokhara)  HP , 1088 kW",066/67
29,10,"-4,573.00","1,024,108.00","1,088,000.00","2,106,437.00","1,098.00","Fewa (Pokhara)  HP , 1088 kW",074/75
29,11,"1,098.00","904,817.00","1,088,000.00","1,993,711.00",204.00,"Fewa (Pokhara)  HP , 1088 kW",075/76
29,12,204.00,"1,213,205.00","1,088,000.00","2,303,780.00","-2,371.00","Fewa (Pokhara)  HP , 1088 kW",076/77
29,14,"-2,371.00","1,004,439.73","1,088,000.00","2,100,713.98","-10,645.25","Fewa (Pokhara)  HP , 1088 kW",077/78
29,15,"-10,645.25","1,004,025.67","1,088,000.00","1,979,145.23","102,235.19","Fewa (Pokhara)  HP , 1088 kW",078/79
29,16,"102,235.19","762,896.56","1,088,000.00","1,967,493.47","-14,361.72","Fewa (Pokhara)  HP , 1088 kW",079/80
29,17,"-14,361.72","593,314.70","1,088,000.00","1,509,970.74","156,982.24","Fewa (Pokhara)  HP , 1088 kW",080/81
29,18,"156,982.24","465,330.33","1,088,000.00","1,586,425.52","123,887.05","Fewa (Pokhara)  HP , 1088 kW",081/82
29,19,0.00,"770,795.16",0.00,"1,858,795.16","-1,088,000.00","Fewa (Pokhara)  HP , 1088 kW",082/83
29,2,"1,742,090.46","1,021,424.16","1,088,000.04","1,217,300.22","2,634,214.44","Fewa (Pokhara)  HP , 1088 kW",067/68
29,20,,,,,,"Fewa (Pokhara)  HP , 1088 kW",083/84
29,3,"3,270,309.00","999,438.00","1,088,000.04","5,085,568.00","272,179.04","Fewa (Pokhara)  HP , 1088 kW",068/69
29,5,"272,179.01","1,119,491.28","1,088,000.04","2,418,497.00","61,173.33","Fewa (Pokhara)  HP , 1088 kW",069/70
29,6,"61,173.33","1,100,339.88","1,088,000.04","2,180,065.00","69,448.25","Fewa (Pokhara)  HP , 1088 kW",070/71
29,7,"69,448.25","1,238,873.76","1,088,000.04","2,362,929.00","33,393.05","Fewa (Pokhara)  HP , 1088 kW",071/72
29,8,"33,393.00","888,457.20","1,088,000.04","2,456,191.00","-446,340.76","Fewa (Pokhara)  HP , 1088 kW",072/73
29,9,"-33,320.00","781,902.00","1,088,000.00","1,841,155.00","-4,573.00","Fewa (Pokhara)  HP , 1088 kW",073/74
30,1,"3,598,078.00","2,352,500.64","1,023,999.96","2,223,161.66","4,751,416.94","Tinau  HP , 1024 kW",066/67
30,10,"-1,940.00","1,077,738.00","1,024,000.00","2,098,639.00","1,159.00","Tinau  HP , 1024 kW",074/75
30,11,"1,159.00","1,101,013.00","1,024,000.00","2,125,924.00",248.00,"Tinau  HP , 1024 kW",075/76
30,12,248.00,"1,674,927.00","1,024,000.00","2,702,482.00","-3,307.00","Tinau  HP , 1024 kW",076/77
30,14,"-3,307.00","902,347.99","1,024,000.00","1,932,591.75","-9,550.76","Tinau  HP , 1024 kW",077/78
30,15,"-9,550.76","940,622.09","1,024,000.00","1,951,436.20","3,635.13","Tinau  HP , 1024 kW",078/79
30,16,"3,635.13","577,593.24","1,024,000.00","1,417,074.36","188,154.01","Tinau  HP , 1024 kW",079/80
30,17,"188,154.01",0.00,"1,024,000.00","1,024,000.00","188,154.01","Tinau  HP , 1024 kW",080/81
30,18,"188,154.01",0.00,"1,024,000.00","1,024,000.00","188,154.01","Tinau  HP , 1024 kW",081/82
30,19,0.00,0.00,0.00,"1,024,000.00","-1,024,000.00","Tinau  HP , 1024 kW",082/83
30,2,"4,751,416.99","1,553,984.64","1,023,999.96","1,224,325.48","6,105,076.11","Tinau  HP , 1024 kW",067/68
30,20,,,,,,"Tinau  HP , 1024 kW",083/84
30,3,"5,066,708.00","1,031,151.48","1,023,999.96","6,733,144.00","388,715.44","Tinau  HP , 1024 kW",068/69
30,5,"388,715.43",0.00,"1,023,999.96","1,395,628.00","17,087.39","Tinau  HP , 1024 kW",069/70
30,6,"17,087.43",0.00,"1,023,999.96","1,040,065.00","1,022.39","Tinau  HP , 1024 kW",070/71
30,7,"1,022.43",0.00,"1,023,999.96","1,024,996.00",26.39,"Tinau  HP , 1024 kW",071/72
30,8,26.43,"924,179.52","1,023,999.96","1,025,069.00","923,136.91","Tinau  HP , 1024 kW",072/73
30,9,"-271,398.00","588,957.00","1,024,000.00","1,343,499.00","-1,940.00","Tinau  HP , 1024 kW",073/74
31,1,"7,362,941.43","6,039,816.00","1,500,000.00","3,256,584.46","11,646,172.97","Seti  HP , 1500 kW",066/67
31,10,"-25,105.00","5,484,939.00","1,500,000.00","6,953,954.00","5,880.00","Seti  HP , 1500 kW",074/75
31,11,"5,880.00","5,494,953.00","1,500,000.00","6,999,596.00","1,237.00","Seti  HP , 1500 kW",075/76
31,12,"1,237.00","5,920,558.00","1,500,000.00","7,433,123.00","-11,328.00","Seti  HP , 1500 kW",076/77
31,14,"-11,328.00","6,323,393.71","1,500,000.00","7,879,120.52","-67,054.81","Seti  HP , 1500 kW",077/78
31,15,"-67,054.81","5,900,806.01","1,500,000.00","6,930,522.77","403,228.43","Seti  HP , 1500 kW",078/79
31,16,"403,228.43","6,356,606.64","1,500,000.00","7,253,003.64","1,006,831.43","Seti  HP , 1500 kW",079/80
31,17,"1,006,831.43","6,301,178.48","1,500,000.00","5,981,454.73","2,826,555.18","Seti  HP , 1500 kW",080/81
31,18,"2,826,555.18","5,603,272.25","1,500,000.00","7,454,753.04","2,475,074.39","Seti  HP , 1500 kW",081/82
31,19,0.00,"6,369,941.74",0.00,"7,869,941.74","-1,500,000.00","Seti  HP , 1500 kW",082/83
31,2,"11,646,172.94","6,257,038.32","1,500,000.00","2,024,425.52","17,378,785.74","Seti  HP , 1500 kW",067/68
31,20,,,,,,"Seti  HP , 1500 kW",083/84
31,3,"13,263,967.00","5,616,656.52","1,500,000.00","19,177,057.00","1,203,566.52","Seti  HP , 1500 kW",068/69
31,5,"1,203,566.57","5,679,569.52","1,500,000.00","8,080,571.00","302,565.09","Seti  HP , 1500 kW",069/70
31,6,"302,565.07","5,875,195.08","1,500,000.00","7,308,384.00","369,376.15","Seti  HP , 1500 kW",070/71
31,7,"369,376.15","5,531,211.12","1,500,000.00","7,249,979.00","150,608.27","Seti  HP , 1500 kW",071/72
31,8,"150,608.22","5,923,528.08","1,500,000.00","7,670,597.00","-96,460.70","Seti  HP , 1500 kW",072/73
31,9,"-219,545.00","4,328,974.00","1,500,000.00","5,634,534.00","-25,105.00","Seti  HP , 1500 kW",073/74
32,1,"51,862,038.32","23,416,882.08","32,000,000.04","69,473,801.66","37,805,118.78","Kulekhani-II  HP , 32000 kW",066/67
32,10,"-119,739.00","17,091,429.00","32,000,000.00","48,953,412.00","18,278.00","Kulekhani-II  HP , 32000 kW",074/75
32,11,"18,278.00","21,885,652.00","32,000,000.00","53,899,005.00","4,925.00","Kulekhani-II  HP , 32000 kW",075/76
32,12,"4,925.00","40,537,271.00","32,000,000.00","72,623,301.00","-81,105.00","Kulekhani-II  HP , 32000 kW",076/77
32,14,"-81,105.00","51,578,002.56","32,000,000.00","84,043,963.27","-547,065.71","Kulekhani-II  HP , 32000 kW",077/78
32,15,"-547,065.71","44,578,880.95","32,000,000.00","71,405,890.90","4,625,924.34","Kulekhani-II  HP , 32000 kW",078/79
32,16,"4,625,924.34","32,364,014.16","32,000,000.00","71,434,656.10","-2,444,717.60","Kulekhani-II  HP , 32000 kW",079/80
32,17,"-2,444,717.60","25,478,968.46","32,000,000.00","50,120,871.19","4,913,379.67","Kulekhani-II  HP , 32000 kW",080/81
32,18,"4,913,379.67","36,548,731.93","32,000,000.00","69,969,953.04","3,492,158.56","Kulekhani-II  HP , 32000 kW",081/82
32,19,0.00,"15,254,701.43",0.00,"47,254,701.43","-32,000,000.00","Kulekhani-II  HP , 32000 kW",082/83
32,2,"37,805,118.72","27,194,858.16","32,000,000.04","35,143,485.83","61,856,491.09","Kulekhani-II  HP , 32000 kW",067/68
32,20,,,,,,"Kulekhani-II  HP , 32000 kW",083/84
32,3,"79,506,226.00","38,531,556.48","32,000,000.04","142,513,325.00","7,524,457.52","Kulekhani-II  HP , 32000 kW",068/69
32,5,"7,524,457.46","21,344,592.36","32,000,000.04","59,600,035.00","1,269,014.86","Kulekhani-II  HP , 32000 kW",069/70
32,6,"1,269,014.82","25,085,201.64","32,000,000.04","56,778,459.00","1,575,757.50","Kulekhani-II  HP , 32000 kW",070/71
32,7,"1,575,757.43","24,107,744.52","32,000,000.04","57,027,945.00","655,556.99","Kulekhani-II  HP , 32000 kW",071/72
32,8,"655,556.90","19,392,172.08","32,000,000.04","58,858,769.00","-6,811,039.98","Kulekhani-II  HP , 32000 kW",072/73
32,9,"-724,610.00","20,324,364.00","32,000,000.00","51,719,493.00","-119,739.00","Kulekhani-II  HP , 32000 kW",073/74
33,1,0.00,"28,003,797.21","12,000,000.00","39,103,803.00","899,994.74","Jhimruk , 12000 kW",066/67
33,10,"7,060,499.00","34,574,076.20","12,000,000.00","42,155,081.00","11,479,494.20","Jhimruk , 12000 kW",074/75
33,11,"11,479,493.00","36,697,980.60","12,000,000.00","44,025,738.00","16,151,735.60","Jhimruk , 12000 kW",075/76
33,12,"16,172,511.00","36,824,923.00","12,000,000.00","61,849,701.00","3,147,733.00","Jhimruk , 12000 kW",076/77
33,14,"3,147,733.00","36,728,868.83","12,000,000.00","49,032,924.00","2,843,677.83","Jhimruk , 12000 kW",077/78
33,15,"2,843,677.83","42,892,388.23","12,000,000.00","55,088,815.02","2,647,251.04","Jhimruk , 12000 kW",078/79
33,16,"2,647,251.04","40,628,545.70","12,000,000.00","50,740,311.24","4,535,485.50","Jhimruk , 12000 kW",079/80
33,17,"4,535,485.50","38,092,666.15","12,000,000.00","51,040,909.27","3,587,242.38","Jhimruk , 12000 kW",080/81
33,18,"3,587,242.38","37,078,719.26","12,000,000.00","51,062,337.13","1,603,624.51","Jhimruk , 12000 kW",081/82
33,19,0.00,"40,711,694.81",0.00,"53,631,651.66","-12,919,956.85","Jhimruk , 12000 kW",082/83
33,2,"899,999.74","33,156,534.01","12,000,000.00","45,444,359.00","612,174.75","Jhimruk , 12000 kW",067/68
33,20,,,,,,"Jhimruk , 12000 kW",083/84
33,3,"-287,826.00","34,054,474.37","12,000,000.00","46,344,184.00","-577,535.63","Jhimruk , 12000 kW",068/69
33,5,"-577,535.65","38,633,683.12","12,000,000.00","50,056,152.00",-4.53,"Jhimruk , 12000 kW",069/70
33,6,-4.53,"30,540,208.20","12,000,000.00","13,889,627.00","28,650,576.67","Jhimruk , 12000 kW",070/71
33,7,"28,650,576.67","36,951,233.30","12,000,000.00","64,291,081.00","13,310,728.97","Jhimruk , 12000 kW",071/72
33,8,"13,310,728.97","35,799,391.62","12,000,000.00","77,990,246.00","-16,880,125.41","Jhimruk , 12000 kW",072/73
33,9,"177,862,426.00","37,215,588.30",0.00,"42,155,081.00","172,922,933.30","Jhimruk , 12000 kW",073/74
34,10,0.00,0.00,"3,200,000.00","3,200,000.00",0.00,"Chatara HP , 3200 kW",074/75
34,11,0.00,"1,630,483.00","3,200,000.00","4,830,116.00",367.00,"Chatara HP , 3200 kW",075/76
34,12,367.00,"1,076,521.00","3,200,000.00","4,278,806.00","-1,918.00","Chatara HP , 3200 kW",076/77
34,14,"-1,918.00","1,812,583.58","3,200,000.00","5,029,900.78","-19,235.20","Chatara HP , 3200 kW",077/78
34,15,"-19,235.20","1,551,698.36","3,200,000.00","4,731,700.64",762.52,"Chatara HP , 3200 kW",078/79
34,16,762.52,"1,785,414.15","3,200,000.00","4,896,176.01","90,000.66","Chatara HP , 3200 kW",079/80
34,17,"90,000.66","1,839,686.73","3,200,000.00","4,508,401.72","621,285.67","Chatara HP , 3200 kW",080/81
34,18,"621,285.67","1,113,854.08","3,200,000.00","4,416,472.11","518,667.64","Chatara HP , 3200 kW",081/82
34,19,0.00,"1,026,380.33",0.00,"4,226,380.33","-3,200,000.00","Chatara HP , 3200 kW",082/83
34,20,,,,,,"Chatara HP , 3200 kW",083/84
34,3,0.00,"1,582,484.52","3,200,000.04","4,681,608.00","100,876.56","Chatara HP , 3200 kW",068/69
34,5,"100,876.53","860,801.40","3,200,000.04","4,119,405.00","42,272.97","Chatara HP , 3200 kW",069/70
34,6,"42,272.88","1,224,705.00","3,200,000.04","4,391,224.00","75,753.92","Chatara HP , 3200 kW",070/71
34,7,"75,753.84",124.44,"3,200,000.04","3,273,941.00","1,937.32","Chatara HP , 3200 kW",071/72
34,8,"1,937.29",0.00,"3,200,000.04","3,279,350.00","-77,412.67","Chatara HP , 3200 kW",072/73
34,9,-70.00,0.00,"3,200,000.00","3,199,930.00",0.00,"Chatara HP , 3200 kW",073/74
36,10,"1,283,893.00","1,482,536.00","450,000.00",0.00,"3,216,429.00","Hewa Khola HP , 4500 kW",074/75
36,11,"3,216,429.00","1,605,232.15","450,000.00","2,000,000.00","3,271,661.15","Hewa Khola HP , 4500 kW",075/76
36,12,"3,271,661.00","1,955,018.54","450,000.00","3,501,791.90","2,174,887.64","Hewa Khola HP , 4500 kW",076/77
36,14,"2,174,888.00","1,162,097.67","450,000.00","2,174,888.00","1,612,097.67","Hewa Khola HP , 4500 kW",077/78
36,15,"1,612,097.67","1,669,326.59","450,000.00","3,563,625.72","167,798.54","Hewa Khola HP , 4500 kW",078/79
36,16,"167,798.54","1,813,428.33","450,000.00","1,809,648.15","621,578.72","Hewa Khola HP , 4500 kW",079/80
36,17,"621,578.72",0.00,"450,000.00","630,799.46","440,779.26","Hewa Khola HP , 4500 kW",080/81
36,18,"440,779.26","1,745,283.65","450,000.00","2,043,338.92","592,723.99","Hewa Khola HP , 4500 kW",081/82
36,19,0.00,"1,911,713.65",0.00,"2,504,437.64","-592,723.99","Hewa Khola HP , 4500 kW",082/83
36,20,,,,,,"Hewa Khola HP , 4500 kW",083/84
36,3,0.00,"1,197,691.18","450,000.00","450,000.00","1,197,691.18","Hewa Khola HP , 4500 kW",068/69
36,5,"1,197,691.18","1,648,454.56","450,000.00","1,384,036.00","1,912,109.74","Hewa Khola HP , 4500 kW",069/70
36,6,"1,912,109.74","1,570,596.32","450,000.00",0.00,"3,932,706.06","Hewa Khola HP , 4500 kW",070/71
36,7,"3,932,706.06","1,746,438.24","450,000.00","4,147,504.00","1,981,640.30","Hewa Khola HP , 4500 kW",071/72
36,8,"1,981,640.30","20,395.98","450,000.00",0.00,"2,452,036.28","Hewa Khola HP , 4500 kW",072/73
36,9,"422,151.00","1,283,892.53",0.00,"2,902,036.00","-1,195,992.47","Hewa Khola HP , 4500 kW",073/74
37,10,"9,670,759.00","1,541,844.16","450,000.00","3,000,000.00","8,662,603.16","Mai Khola Small HP , 4500 kW",074/75
37,11,"8,662,603.00","1,592,945.35","450,000.00","8,854,338.00","1,851,210.35","Mai Khola Small HP , 4500 kW",075/76
37,12,"1,851,210.00","1,583,008.13","450,000.00","800,000.00","3,084,218.13","Mai Khola Small HP , 4500 kW",076/77
37,14,"3,084,218.00","1,115,309.63","450,000.00","3,084,218.00","1,565,309.63","Mai Khola Small HP , 4500 kW",077/78
37,15,"1,565,309.63","1,301,278.88","450,000.00","2,773,933.59","542,654.92","Mai Khola Small HP , 4500 kW",078/79
37,16,"542,654.92","1,208,388.67","450,000.00","1,633,835.18","567,208.41","Mai Khola Small HP , 4500 kW",079/80
37,17,"567,208.41","1,314,919.38","450,000.00","1,797,104.48","535,023.31","Mai Khola Small HP , 4500 kW",080/81
37,18,"535,023.31","748,240.84","450,000.00","1,176,489.91","556,774.24","Mai Khola Small HP , 4500 kW",081/82
37,19,0.00,"637,486.28",0.00,"743,087.65","-105,601.37","Mai Khola Small HP , 4500 kW",082/83
37,2,0.00,"260,258.30","450,000.00",0.00,"710,258.30","Mai Khola Small HP , 4500 kW",067/68
37,20,,,,,,"Mai Khola Small HP , 4500 kW",083/84
37,3,"710,258.00","1,213,180.26","450,000.00",0.00,"2,373,438.26","Mai Khola Small HP , 4500 kW",068/69
37,5,"2,373,438.26","1,348,674.50","450,000.00","2,373,438.00","1,798,674.76","Mai Khola Small HP , 4500 kW",069/70
37,6,"1,798,674.76","1,417,268.78","450,000.00",0.00,"3,665,943.54","Mai Khola Small HP , 4500 kW",070/71
37,7,"3,665,943.54","1,581,593.60","450,000.00",0.00,"5,697,537.14","Mai Khola Small HP , 4500 kW",071/72
37,8,"5,697,537.14","1,339,040.92","450,000.00",0.00,"7,486,578.06","Mai Khola Small HP , 4500 kW",072/73
37,9,"2,452,036.00","1,581,593.60",0.00,0.00,"4,033,629.60","Mai Khola Small HP , 4500 kW",073/74
38,10,"-425,722.00","2,582,256.17","450,000.00","3,029,837.00","-423,302.83","Bijaypur-1 Small HP , 4500 kW",074/75
38,11,"-423,303.00","2,765,477.02","450,000.00","3,215,477.00","-423,302.98","Bijaypur-1 Small HP , 4500 kW",075/76
38,12,"-423,303.00","5,922,549.59","450,000.00","5,521,884.51","427,362.08","Bijaypur-1 Small HP , 4500 kW",076/77
38,14,"427,362.00","2,395,324.44","450,000.00","2,659,373.75","613,312.69","Bijaypur-1 Small HP , 4500 kW",077/78
38,15,"613,312.69","3,281,633.21","450,000.00","3,740,296.16","604,649.74","Bijaypur-1 Small HP , 4500 kW",078/79
38,16,"604,649.74","2,922,982.07","450,000.00","3,708,734.02","268,897.79","Bijaypur-1 Small HP , 4500 kW",079/80
38,17,"268,897.79","3,011,502.34","450,000.00","3,150,117.43","580,282.70","Bijaypur-1 Small HP , 4500 kW",080/81
38,18,"580,282.70","2,975,175.56","450,000.00","3,836,462.79","168,995.47","Bijaypur-1 Small HP , 4500 kW",081/82
38,19,0.00,"2,918,233.27",0.00,"3,087,228.74","-168,995.47","Bijaypur-1 Small HP , 4500 kW",082/83
38,20,,,,,,"Bijaypur-1 Small HP , 4500 kW",083/84
38,5,0.00,"2,622,957.78","450,000.00","2,031,632.00","1,041,325.78","Bijaypur-1 Small HP , 4500 kW",069/70
38,6,"1,041,325.78","3,028,189.44","450,000.00","1,491,326.00","3,028,189.22","Bijaypur-1 Small HP , 4500 kW",070/71
38,7,"3,028,189.22","3,327,830.20","450,000.00","6,689,912.00","116,107.42","Bijaypur-1 Small HP , 4500 kW",071/72
38,8,"116,107.42","2,823,706.10","450,000.00","2,967,662.00","422,151.52","Bijaypur-1 Small HP , 4500 kW",072/73
38,9,"9,556,377.00","2,291,692.80",0.00,"3,589,566.00","8,258,503.80","Bijaypur-1 Small HP , 4500 kW",073/74
39,10,"9,112,929.00","5,068,165.48","1,020,000.00","3,397,119.00","11,803,975.48","Lower Modi-1 HP , 10200 kW",074/75
39,11,"11,803,975.00","5,414,131.08","1,020,000.00","16,200,807.00","2,037,299.08","Lower Modi-1 HP , 10200 kW",075/76
39,12,"2,037,299.00","9,877,450.50","1,020,000.00","8,964,928.75","3,969,820.75","Lower Modi-1 HP , 10200 kW",076/77
39,14,"3,969,820.00","5,421,844.87","1,020,000.00","2,694,247.87","7,717,417.00","Lower Modi-1 HP , 10200 kW",077/78
39,15,"7,717,417.00","3,814,621.62","1,020,000.00","10,145,494.75","2,406,543.87","Lower Modi-1 HP , 10200 kW",078/79
39,16,"2,406,543.87","5,862,087.34","1,020,000.00","7,506,393.52","1,782,237.69","Lower Modi-1 HP , 10200 kW",079/80
39,17,"1,782,237.69","5,826,605.31","1,020,000.00","5,067,458.90","3,561,384.10","Lower Modi-1 HP , 10200 kW",080/81
39,18,"3,561,384.10","5,542,357.97","1,020,000.00","8,732,917.32","1,390,824.75","Lower Modi-1 HP , 10200 kW",081/82
39,19,0.00,"5,624,991.22",0.00,"6,383,791.15","-758,799.93","Lower Modi-1 HP , 10200 kW",082/83
39,20,,,,,,"Lower Modi-1 HP , 10200 kW",083/84
39,5,0.00,"2,321,830.22","1,020,000.00",0.00,"3,341,830.22","Lower Modi-1 HP , 10200 kW",069/70
39,6,"3,341,830.22","5,451,000.78","1,020,000.00","3,341,691.00","6,471,140.00","Lower Modi-1 HP , 10200 kW",070/71
39,7,"6,471,140.00","5,120,525.16","1,020,000.00","6,471,001.00","6,140,664.16","Lower Modi-1 HP , 10200 kW",071/72
